ID,Date,AM_PM_Trip,Origin_Type,Origin,Origin_Type,Destination_Type,Destination,Destination_Type,Origin_Access_Mode,1st_Before_Transfer,1st_Before_Transfer_Agency,Destination_Egress_Mode,Employment_status,Work,Student_Status,School,Work_Before_or_After_Trip,Work_After_Trip,Work_Before_Trip,School_Before_or_After_Trip,School_After_Trip,School_Before_Trip,Time_Left_Home,Time_Return_Home,Fare_Payment_(Ticket),Fare_Payment_Other,Fare_Type,Fare_Type_Other,Driver's_License,#_of_Employed_in_Household,#_of_Employed_in_Household_Other,#_of_Drivable_Veh._in_House,#_of_Drivable_Veh._in_House_Other,Year_of_Birth,"Hispanic,_Latino,_or_of_Spanish_Origin_",Race_Ethnicity,Other_Ethnicity,Language_Other_Than_English,Language,Other_Language,English_Fluency,Total_Household_Income,Gender,Weight,#_of_Transfers_
276302,04/09/2014,2,1,Origin,Work,3,Dest,Home,1,1,13,3,,,1,,,2,,,,,2,15,3,,1,,1,2,,3,,62,1,7,Hispanic,2,,,,8,1,5.7368,2
276304,04/09/2014,2,1,Origin,Work,3,Dest,Home,1,2,,3,,,1,,,2,,,,,1,16,3,,1,,1,3,,3,,68,2,2,,2,,,,6,2,4.9286,1
276305,04/09/2014,2,1,Origin,Work,3,Dest,Home,4,2,,3,,,1,,,2,,,,,2,16,3,,1,,1,2,,3,,59,1,7,Hispanic,2,,,,4,2,6.2683,2
277343,04/09/2014,2,1,Origin,Work,3,Dest,Home,6,2,,5,,,1,,,,,,,,3,15,3,,1,,1,1,,4,,74,2,2,,2,,,,1,1,9.9167,1
277344,04/09/2014,2,1,Origin,Work,3,Dest,Home,2,2,,2,,,1,,,2,,,,,2,14,4,,1,,1,2,,2,,64,2,1,,2,,,,6,1,8.3158,1
277345,04/09/2014,2,1,Origin,Work,3,Dest,Home,6,2,,3,,,1,,,2,,,,,1,15,4,,1,,1,2,,5,4,57,1,7,Latino,1,1,,1,5,2,4.9286,1
277348,04/09/2014,2,1,Origin,Work,3,Dest,Home,2,1,8,2,,,1,,,2,,,,,2,14,3,,1,,1,2,,2,,82,2,1,,2,,,,6,1,13.3261,2
277349,04/09/2014,2,1,Origin,Work,3,Dest,Home,1,1,8,3,,,1,,,2,,,,,3,15,3,,1,,1,4,,4,,59,2,1,,2,,,,7,1,8.4694,2
277354,04/09/2014,2,1,Origin,Work,3,Dest,Home,2,2,,2,,,1,,,2,,,,,3,15,3,,1,,1,3,,3,,67,2,7,Human,1,12,Slovak,1,10,1,5.7368,1
277359,04/09/2014,2,1,Origin,Work,3,Dest,Home,6,2,,3,,,1,,,2,,,,,1,16,3,,1,,1,4,,4,,63,2,2,,2,,,,7,1,6.2683,1
277360,04/09/2014,2,1,Origin,Work,3,Dest,Home,1,1,9,1,,,1,,,2,,,,,4,15,4,,1,,1,2,,3,,78,2,7,Pakistani,1,12,Urdu,1,7,1,11.2,2
277361,04/09/2014,2,1,Origin,Work,3,Dest,Home,6,1,5,3,,,1,,,2,,,,,2,15,4,,1,,1,2,,2,,60,1,7,Spanish,1,1,,1,4,2,6.2683,2
277370,04/10/2014,2,1,Origin,Work,5,Dest,Shopping,1,2,,3,,,1,,,2,,,,,4,16,4,,1,,1,3,,2,,84,2,3,,1,12,Marathi,1,8,2,8.3158,1
277371,04/10/2014,2,1,Origin,Work,3,Dest,Home,1,2,,3,,,1,,,2,,,,,4,15,3,,1,,1,3,,3,,0,2,7,Refused,1,12,Refused,1,10,1,8.3158,1
277372,04/10/2014,2,1,Origin,Work,3,Dest,Home,1,1,8,3,,,1,,,2,,,,,4,15,3,,1,,1,3,,3,,0,1,1,,1,1,,1,7,1,5.7368,2
277377,04/10/2014,2,1,Origin,Work,3,Dest,Home,1,1,8,4,,,1,,,2,,,,,2,16,4,,3,,1,3,,3,,52,2,1,,2,,,,10,2,6.7234,2
277378,04/10/2014,2,1,Origin,Work,3,Dest,Home,3,2,,3,,,1,,,2,,,,,4,14,3,,1,,1,4,,4,,66,1,7,Spanish,1,1,,1,7,1,9.3684,1
277381,04/10/2014,2,1,Origin,Work,3,Dest,Home,3,2,,3,,,1,,,2,,,,,4,15,4,,1,,1,2,,4,,60,2,2,,1,12,Ghana,1,8,2,10.5333,1
277384,04/10/2014,2,1,Origin,Work,3,Dest,Home,5,2,,3,,,1,,,2,,,,,4,16,3,,1,,1,3,,4,,71,2,1,,2,,,,8,2,8.4694,1
277385,04/10/2014,2,1,Origin,Work,3,Dest,Home,6,1,8,3,,,1,,,2,,,,,1,17,4,,1,,1,3,,3,,63,2,2,,2,,,,6,1,3.8537,2
277395,04/10/2014,2,1,Origin,Work,3,Dest,Home,4,2,,3,,,1,,,2,,,,,2,17,4,,1,,1,2,,3,,62,2,1,,2,,,,6,1,6.7234,2
277401,04/15/2014,1,3,Origin,Home,1,Dest,Work,3,2,,3,,,1,,,,2,,,,1,15,4,,1,,1,2,,4,,75,2,3,,1,12,Hindi,1,10,1,6.7234,1
277402,04/15/2014,1,3,Origin,Home,1,Dest,Work,3,2,,4,,,1,,,,2,,,,1,14,4,,1,,1,2,,3,,64,2,3,,2,,,,7,1,8.4694,1
277403,04/15/2014,1,3,Origin,Home,1,Dest,Work,3,2,,3,,,1,,,,2,,,,1,14,4,,1,,1,6,,5,5,59,2,1,,1,1,,1,6,1,4.9286,1
277406,04/15/2014,1,3,Origin,Home,1,Dest,Work,3,2,,1,,,1,,,,2,,,,1,14,4,,1,,1,2,,4,,64,1,7,Spanish,1,1,,1,10,1,13.3261,2
277407,04/16/2014,1,3,Origin,Home,1,Dest,Work,3,2,,1,,,1,,,,2,,,,2,16,3,,1,,1,3,,2,,86,1,1,,2,,,,5,2,3.8537,2
277408,04/16/2014,1,3,Origin,Home,1,Dest,Work,3,2,,3,,,1,,,,2,,,,2,15,3,,1,,1,3,,4,,73,1,1,,1,1,,1,7,2,5.9333,1
277409,04/16/2014,1,3,Origin,Home,1,Dest,Work,4,2,,4,,,1,,,,2,,,,2,14,4,,5,Employer Discount,2,3,,3,,81,1,1,,1,1,,1,2,1,9.3684,1
277410,04/16/2014,1,3,Origin,Home,1,Dest,Work,3,2,,1,,,1,,,,2,,,,1,16,2,,1,,1,2,,3,,75,1,1,,2,,,,4,2,6.2683,2
277413,04/16/2014,1,3,Origin,Home,1,Dest,Work,3,2,,1,,,1,,,,2,,,,2,16,3,,1,,1,4,,5,4,64,2,1,,2,,,,7,1,8.4694,2
277414,04/16/2014,1,3,Origin,Home,1,Dest,Work,2,2,,2,,,1,,,,2,,,,3,15,3,,1,,1,3,,5,4,58,2,1,,2,,,,8,1,5.7368,1
277415,04/16/2014,1,3,Origin,Home,1,Dest,Work,3,2,,1,,,1,,,,2,,,,3,13,3,,1,,1,3,,3,,66,2,1,,2,,,,8,1,5.7368,2
277416,04/16/2014,1,3,Origin,Home,1,Dest,Work,3,2,,3,,,1,,,,2,,,,2,14,3,,1,,1,4,,5,4,57,2,2,,2,,,,7,2,8.4694,1
277419,04/16/2014,1,12,Origin,Hotel,1,Dest,Work,3,2,,2,,,1,,,,2,,,,3,15,2,,1,,1,2,,3,,60,2,1,,2,,,,8,1,8.3158,2
277421,04/16/2014,1,3,Origin,Home,7,Dest,College,5,2,,1,2,Q120,,,3,,,,,,2,16,3,,5,Student Discount (SJSU),2,6,,4,,92,1,1,,1,1,,1,5,2,4.9286,1
277423,04/17/2014,1,3,Origin,Home,1,Dest,Work,5,2,,1,,,1,,,,2,,,,3,16,4,,1,,2,2,,2,,80,2,1,,2,,,,7,1,5.9333,2
277424,04/17/2014,1,3,Origin,Home,1,Dest,Work,5,2,,5,,,1,,,,2,,,,3,14,3,,1,,1,3,,4,,52,2,1,,2,,,,6,2,5.9333,1
277425,04/17/2014,1,3,Origin,Home,7,Dest,College,3,2,,1,2,Q120,,,3,,,,,,3,16,3,,1,,1,2,,2,,65,2,2,,2,,,,4,2,3.8537,2
277426,04/17/2014,1,3,Origin,Home,1,Dest,Work,5,2,,1,,,1,,,,2,,,,3,15,3,,1,,1,2,,2,,57,2,1,,2,,,,4,2,6.2683,1
277427,04/17/2014,1,3,Origin,Home,1,Dest,Work,3,2,,1,,,1,,,,2,,,,3,14,3,,1,,1,3,,5,4,62,2,1,,2,,,,7,2,6.2683,1
277428,04/17/2014,1,3,Origin,Home,1,Dest,Work,3,2,,1,,,1,,,,2,,,,3,15,3,,1,,1,2,,2,,59,2,1,,2,,,,4,2,6.2683,1
277429,04/17/2014,1,3,Origin,Home,1,Dest,Work,3,2,,1,,,1,,,,2,,,,3,16,2,,1,,1,3,,3,,61,2,1,,2,,,,6,2,6.7234,2
277430,04/17/2014,1,3,Origin,Home,1,Dest,Work,3,2,,3,,,1,,,,2,,,,3,15,4,,1,,1,5,,5,4,93,1,1,,1,1,,1,9,2,11.2,1
277431,04/17/2014,1,3,Origin,Home,1,Dest,Work,3,2,,4,,,1,,,,2,,,,3,15,3,,1,,1,4,,3,,74,2,1,,2,,,,5,2,6.2683,1
277434,04/17/2014,1,3,Origin,Home,1,Dest,Work,5,2,,1,,,1,,,,2,,,,4,14,3,,1,,1,5,,3,,72,2,1,,2,,,,8,2,5.7368,2
277438,04/17/2014,1,3,Origin,Home,1,Dest,Work,3,2,,1,,,1,,,,2,,,,4,15,3,,1,,1,2,,4,,72,2,1,,2,,,,5,1,9.8636,2
277439,04/17/2014,1,3,Origin,Home,1,Dest,Work,2,2,,1,,,1,,,,2,,,,4,15,3,,1,,1,3,,5,4,64,2,1,,2,,,,9,1,9.8636,2
2092005663,04/09/2014,2,1,Origin,Work,3,Dest,Home,1,1,13,3,,,1,,,2,,,,,2,16,4,,1,,1,3,,4,,54,2,1,,2,,,,8,1,8.5,2
2093466125,04/17/2014,1,3,Origin,Home,1,Dest,Work,3,2,,1,,,1,,,,2,,,,4,15,3,,1,,1,3,,4,,63,2,2,,2,,,,7,1,8.4694,2
2093739034,04/10/2014,2,1,Origin,Work,3,Dest,Home,1,1,8,5,,,1,,,2,,,,,2,16,3,,1,,2,3,,2,,71,2,1,,2,,,,6,2,6.7234,2
2094065473,04/15/2014,1,3,Origin,Home,1,Dest,Work,4,2,,1,,,1,,,,2,,,,1,15,4,,1,,1,5,,4,,89,1,7,Latino,2,,,,8,2,3.8537,2
2094305541,04/09/2014,2,1,Origin,Work,3,Dest,Home,1,1,8,3,,,1,,,2,,,,,2,13,4,,1,,1,2,,3,,58,2,1,,2,,,,6,2,8.5,2
2094502973,04/16/2014,1,3,Origin,Home,1,Dest,Work,3,2,,1,,,1,,,,2,,,,3,16,3,,1,,1,3,,3,,65,1,1,,1,1,,1,4,2,6.7234,2
2094821493,04/16/2014,1,3,Origin,Home,7,Dest,College,4,2,,1,6,,,,,,,,,2,2,17,3,,5,Student Discount (SJSU),1,2,,2,,86,2,2,,1,12,Sign Langauge,1,10,2,8.5,2
2096012808,04/10/2014,2,1,Origin,Work,3,Dest,Home,1,1,8,3,,,1,,,2,,,,,3,16,3,,1,,1,3,,3,,66,2,1,,2,,,,10,1,4.9286,2
2097565367,04/15/2014,1,3,Origin,Home,1,Dest,Work,3,2,,1,,,5,,,,2,,,,2,14,4,,1,,1,4,,5,4,81,2,5,,1,12,Hindi,1,7,2,19.8,2
2098358955,04/10/2014,2,1,Origin,Work,3,Dest,Home,1,1,8,3,,,1,,,2,,,,,4,16,4,,1,,1,2,,3,,76,2,3,,1,12,Bengali,1,8,1,5.52,3
2099142803,04/10/2014,2,1,Origin,Work,3,Dest,Home,1,1,8,1,,,1,,,2,,,,,3,15,3,,1,,1,3,,4,,68,2,3,,1,6,,1,6,1,8.4694,2
2099145262,04/16/2014,1,3,Origin,Home,1,Dest,Work,3,2,,1,,,1,,,,2,,,,2,15,3,,1,,1,3,,4,,64,2,1,,2,,,,8,1,8.4694,3
2099159894,04/16/2014,1,3,Origin,Home,7,Dest,College,3,2,,1,2,Q120,,,3,,,,,,2,17,3,,5,Student Discount (SJSU),1,5,,4,,92,2,2,,1,12,Sign Language,1,10,2,8.5,2
2099559786,04/09/2014,2,1,Origin,Work,3,Dest,Home,1,1,8,3,,,1,,,2,,,,,1,16,3,,1,,1,2,,2,,75,2,2,,2,,,,5,1,3.8537,3
4082184822,04/16/2014,1,3,Origin,Home,1,Dest,Work,3,2,,1,,,1,,,,2,,,,2,16,3,,1,,1,2,,4,,63,2,1,,2,,,,8,1,8.4694,2
4082218591,04/17/2014,1,3,Origin,Home,1,Dest,Work,3,2,,1,,,1,,,,2,,,,4,16,4,,1,,1,2,,3,,61,2,3,,1,6,,1,7,1,8.4694,2
4082301503,04/15/2014,1,3,Origin,Home,1,Dest,Work,3,2,,3,,,1,,,,2,,,,1,16,3,,1,,1,3,,4,,66,2,1,,2,,,,4,2,6.2683,1
4083071914,04/17/2014,1,3,Origin,Home,1,Dest,Work,3,2,,1,,,1,,,,2,,,,3,16,3,,1,,1,3,,3,,54,1,7,Mexican,1,1,,1,8,2,5.52,2
4083099708,04/17/2014,1,3,Origin,Home,1,Dest,Work,3,2,,4,,,1,,,,2,,,,3,16,3,,1,,1,3,,5,4,53,2,3,,1,12,Punjabi,1,5,1,8.4694,1
4083167157,04/16/2014,1,3,Origin,Home,1,Dest,Work,3,2,,1,,,1,,,,2,,,,3,14,3,,1,,1,6,,5,5,58,2,1,,2,,,,8,1,5.52,2
4083905049,04/10/2014,2,1,Origin,Work,3,Dest,Home,4,2,,5,,,1,,,2,,,,,2,16,4,,1,,2,5,,5,4,67,2,3,,1,6,,2,5,2,8.4694,1
4084066254,04/09/2014,2,1,Origin,Work,5,Dest,Shopping,3,2,,5,,,1,,,2,,,,,4,20,1,,1,,1,2,,4,,57,1,1,,1,1,,1,2,1,8.5,1
4084208041,04/10/2014,2,1,Origin,Work,3,Dest,Home,1,2,,5,,,5,,,2,,,,,2,15,4,,5,Employer Discount,1,3,,3,,74,1,1,,2,,,,5,1,5.5,1
4084998729,04/09/2014,2,1,Origin,Work,3,Dest,Home,4,2,,5,,,1,,,2,,,,,3,15,3,,1,,1,2,,2,,80,1,1,,1,1,,1,5,1,6.2683,1
4085046202,04/10/2014,2,1,Origin,Work,3,Dest,Home,1,1,13,3,,,1,,,2,,,,,2,16,3,,1,,1,4,,5,4,70,1,7,Hispanic,2,,,,8,2,6.7234,2
4085104881,04/16/2014,1,3,Origin,Home,1,Dest,Work,3,2,,1,,,1,,,,2,,,,3,14,4,,5,Yahoo Employee Discount,1,3,,3,,60,2,1,,2,,,,8,1,5.52,2
4085634826,04/10/2014,2,1,Origin,Work,3,Dest,Home,1,1,8,3,,,1,,,2,,,,,4,15,3,,1,,1,3,,3,,69,2,3,,1,3,,1,8,2,13.3261,2
4085659050,04/15/2014,1,3,Origin,Home,1,Dest,Work,3,2,,1,,,1,,,,2,,,,1,15,4,,1,,1,2,,3,,50,2,1,,2,,,,7,2,8.4694,3
4086270804,04/16/2014,1,3,Origin,Home,1,Dest,Work,4,2,,1,,,1,,,,2,,,,3,15,3,,1,,1,3,,4,,79,2,1,,2,,,,9,2,5.5,2
4086669907,04/17/2014,1,3,Origin,Home,1,Dest,Work,3,2,,1,,,1,,,,2,,,,4,15,3,,1,,1,4,,4,,73,2,7,Indian,1,12,Hindi,1,7,1,13.3261,1
4088450769,04/15/2014,1,3,Origin,Home,1,Dest,Work,3,2,,1,,,1,,,,2,,,,3,14,3,,1,,1,5,,5,4,68,2,1,,2,,,,7,2,9.8636,2
4088589664,04/17/2014,1,3,Origin,Home,1,Dest,Work,5,2,,1,,,1,,,,2,,,,2,16,3,,1,,1,3,,3,,54,2,2,,2,,,,6,2,8.4694,2
4088893022,04/17/2014,1,3,Origin,Home,1,Dest,Work,3,2,,1,,,1,,,,2,,,,4,15,3,,1,,1,5,,4,,63,2,3,,2,,,,8,1,13.3261,2
4155005163,04/17/2014,1,3,Origin,Home,1,Dest,Work,3,2,,1,,,1,,,,2,,,,3,15,3,,1,,1,2,,3,,67,1,7,Hispanic,1,1,,1,7,1,5.52,2
5104893127,04/15/2014,1,3,Origin,Home,1,Dest,Work,3,2,,1,,,1,,,,2,,,,2,14,3,,1,,1,5,,4,,0,2,3,,1,3,,2,4,2,9.8636,2
5105529384,04/15/2014,1,3,Origin,Home,1,Dest,Work,3,2,,1,,,5,,,,2,,,,2,14,4,,5,Pre Tax Commuting Payroll Deduction,1,3,,4,,56,2,1,,2,,,,5,1,9.8636,2
5105793933,04/10/2014,2,1,Origin,Work,3,Dest,Home,1,1,8,3,,,1,,,2,,,,,3,16,3,,1,,1,2,,3,,75,2,3,,1,12,Hindi,2,7,1,9.9167,2
5106103999,04/17/2014,1,3,Origin,Home,1,Dest,Work,3,2,,1,,,5,,,,2,,,,4,14,4,,3,,1,6,,5,7,53,2,1,,2,,,,7,1,9.8636,2
6502455008,04/10/2014,2,1,Origin,Work,3,Dest,Home,1,1,8,3,,,5,,,2,,,,,2,15,4,,1,,1,4,,4,,79,1,1,,1,1,,1,8,1,6.7234,2
6502799621,04/16/2014,1,3,Origin,Home,1,Dest,Work,3,2,,3,,,1,,,,2,,,,2,16,4,,4,,1,2,,3,,59,2,1,,2,,,,5,2,8.4694,1
6507938014,04/16/2014,1,3,Origin,Home,1,Dest,Work,3,2,,3,,,1,,,,2,,,,3,14,3,,1,,1,3,,4,,66,2,1,,1,12,Arabic,1,7,1,8.4694,1
7327188715,04/10/2014,2,1,Origin,Work,3,Dest,Home,1,1,8,3,,,1,,,2,,,,,4,15,3,,5,Pre Tax Commuting Payroll Deduction,1,2,,3,,76,2,1,,2,,,,7,1,13.3261,2
9252228949,04/17/2014,1,3,Origin,Home,1,Dest,Work,3,2,,1,,,1,,,,2,,,,4,15,4,,1,,1,3,,3,,60,2,3,,1,3,,1,8,1,13.3261,2
9253370632,04/15/2014,1,3,Origin,Home,1,Dest,Work,3,2,,1,,,1,,,,2,,,,1,14,4,,1,,1,3,,4,,65,2,1,,2,,,,8,1,5.52,2
9253515113,04/15/2014,1,3,Origin,Home,1,Dest,Work,5,2,,3,,,1,,,,2,,,,1,14,3,,1,,1,4,,4,,62,2,1,,2,,,,7,1,8.4694,1
9253663180,04/16/2014,1,3,Origin,Home,1,Dest,Work,3,2,,1,,,1,,,,2,,,,2,14,3,,1,,1,3,,4,,73,2,1,,2,,,,8,2,5.52,2
9255180029,04/17/2014,1,3,Origin,Home,1,Dest,Work,3,2,,1,,,1,,,,2,,,,4,16,3,,1,,1,2,,2,,87,2,5,,1,12,Hindi,1,5,2,5.7368,2
9258580869,04/10/2014,2,1,Origin,Work,3,Dest,Home,5,1,8,5,,,1,,,2,,,,,3,16,4,,1,,1,5,,4,,68,2,1,,2,,,,7,1,9.9167,2
9259891929,04/17/2014,1,3,Origin,Home,1,Dest,Work,3,2,,1,,,1,,,,2,,,,4,15,3,,1,,1,3,,3,,69,2,3,,1,3,,2,7,2,13.3261,2
9494006534,04/10/2014,2,1,Origin,Work,3,Dest,Home,5,2,,3,,,1,,,2,,,,,4,15,3,,1,,1,3,,3,,67,2,3,,1,12,Gujrati,1,8,1,19.8,1
